idno,psu,stratify,TVTOT,TRSTPLC,VOTE,LRSCALE,STFLIFE,STFECO,STFGOV,HEALTH,GNDR,AGEA,EISCED,DWEIGHT,PSPWGHT,male,agecat,marcat,voted_lastelection,lr3cat
5649,410,South FO,3,2,1,88,4,3,4,4,1,55,5,0.93,1.02,1,3,2,1,
5650,410,South FO,5,7,1,88,8,6,8,3,2,56,7,0.93,0.65,0,3,2,1,
5651,410,South FO,7,0,2,0,10,1,0,2,1,25,5,0.93,1.09,1,1,3,0,1
5652,410,South FO,2,1,1,88,6,4,3,3,2,50,5,0.93,0.82,0,3,2,1,
5653,410,South FO,2,0,2,3,5,3,3,2,2,36,4,0.31,0.27,0,2,2,0,1
5656,410,South FO,3,3,1,88,3,2,5,4,2,75,5,0.62,0.66,0,4,2,1,
5662,410,South FO,7,4,2,5,10,5,5,2,2,31,7,0.86,1.03,0,2,1,0,2
5663,410,South FO,7,0,2,5,2,2,0,3,1,54,5,1.29,1.95,1,3,1,0,2
5666,410,South FO,7,4,1,5,7,7,3,3,2,28,7,1.29,1.55,0,1,1,1,2
5667,410,South FO,7,5,2,1,6,6,4,4,2,65,4,0.43,0.46,0,4,2,0,1
5668,410,South FO,7,3,2,7,8,4,4,2,2,28,7,0.86,1.03,0,1,3,0,3
5669,410,South FO,7,0,1,6,6,2,1,3,1,44,5,0.86,1.3,1,2,1,1,3
5670,410,South FO,7,3,2,5,4,2,2,4,2,60,4,0.43,0.46,0,4,2,0,2
5671,410,South FO,7,0,2,5,5,0,0,2,2,28,7,1.29,1.55,0,1,3,0,2
5681,411,South FO,6,2,3,88,8,3,6,2,2,15,2,1.27,1.83,0,1,3,0,
5682,411,South FO,6,1,1,5,7,3,2,3,2,57,5,0.85,0.91,0,3,1,1,2
5683,411,South FO,5,3,1,6,7,5,5,3,1,67,4,0.85,0.94,1,4,1,1,3
5684,411,South FO,6,0,1,5,7,1,1,3,2,53,5,0.85,0.75,0,3,1,1,2
5685,411,South FO,3,2,1,8,5,3,4,2,2,43,5,0.85,0.75,0,2,1,1,3
5688,411,South FO,6,1,1,5,6,1,1,3,2,38,5,1.27,1.13,0,2,1,1,2
5689,411,South FO,6,2,1,5,5,3,3,3,2,50,5,0.85,0.75,0,3,2,1,2
5690,411,South FO,5,2,1,88,6,1,1,2,1,23,2,0.85,1.42,1,1,3,1,
5691,411,South FO,6,2,1,5,5,3,2,3,2,50,4,0.85,0.75,0,3,1,1,2
5701,411,South FO,6,4,1,5,5,4,5,2,2,32,5,0.39,0.4,0,2,2,1,2
5702,411,South FO,3,1,1,88,5,1,4,2,1,36,4,0.78,1.17,1,2,1,1,
5703,411,South FO,5,3,1,5,6,6,5,4,2,73,2,0.78,1.51,0,4,1,1,2
5704,411,South FO,5,2,2,5,5,2,4,4,2,81,2,1.94,3.78,0,4,2,0,2
5705,411,South FO,4,1,1,5,3,0,0,3,1,56,5,0.78,0.86,1,3,1,1,2
5706,411,South FO,4,2,1,5,5,2,2,3,2,52,4,0.78,0.69,0,3,2,1,2
5707,411,South FO,5,3,1,5,5,1,3,3,2,61,4,0.78,0.83,0,4,1,1,2
5708,411,South FO,5,2,1,6,3,2,3,4,2,43,4,1.16,1.03,0,2,1,1,3
5710,411,South FO,5,3,2,5,5,1,1,4,2,77,1,0.39,0.76,0,4,2,0,2
5711,411,South FO,5,5,1,6,8,4,7,3,2,65,7,0.78,0.55,0,4,1,1,3
5722,412,South FO,7,6,1,8,8,7,6,2,2,50,5,0.78,0.69,0,3,1,1,3
5723,412,South FO,4,4,3,3,5,3,3,3,2,16,2,1.17,1.68,0,1,3,0,1
5724,412,South FO,3,3,1,5,7,6,6,2,1,51,5,1.57,2.36,1,3,1,1,2
5725,412,South FO,6,6,1,1,3,2,2,4,2,76,2,0.39,0.76,0,4,2,1,1
5726,412,South FO,4,1,2,5,3,4,4,3,1,43,2,1.57,2.96,1,2,1,0,2
5727,412,South FO,4,2,1,6,7,6,6,2,2,50,4,0.78,0.69,0,3,1,1,3
5728,412,South FO,5,2,1,5,7,6,5,2,2,40,4,0.78,0.69,0,2,1,1,2
5730,412,South FO,4,4,2,5,3,7,7,3,2,64,5,0.78,0.84,0,4,1,0,2
5731,412,South FO,3,6,1,5,6,7,5,2,2,48,7,1.17,0.98,0,3,3,1,2
5732,412,South FO,7,3,1,5,5,7,6,3,2,65,7,0.39,0.28,0,4,2,1,2
5741,412,South FO,7,7,1,5,6,7,7,2,2,41,5,1.16,1.03,0,2,1,1,2
5742,412,South FO,5,4,1,5,7,7,5,3,2,59,4,0.77,0.83,0,3,1,1,2
5743,412,South FO,3,3,1,8,2,2,2,3,1,62,7,0.77,1.25,1,4,1,1,3
5745,412,South FO,7,5,3,5,7,8,3,1,2,16,2,1.54,2.22,0,1,3,0,2
5746,412,South FO,6,4,1,5,7,7,7,3,2,69,5,0.39,0.41,0,4,2,1,2
5751,412,South FO,3,2,1,88,3,6,8,3,2,36,4,0.77,0.68,0,2,2,1,
5752,412,South FO,1,2,2,8,3,3,2,2,2,69,2,0.39,0.75,0,4,2,0,3
5753,412,South FO,3,1,1,9,6,4,8,2,2,42,7,1.54,1.29,0,2,1,1,3
5754,412,South FO,5,0,1,5,5,5,9,2,2,56,2,0.77,1.51,0,3,2,1,2
5756,412,South FO,3,5,2,88,2,1,2,2,1,24,5,0.77,0.91,1,1,3,0,
5801,501,North Caucasian FO,2,0,3,88,10,2,2,3,1,15,2,1.37,1.43,1,1,3,0,
5804,501,North Caucasian FO,4,3,2,5,8,4,2,2,2,38,7,0.91,0.48,0,2,1,0,2
5806,501,North Caucasian FO,5,1,2,5,9,8,8,3,2,24,7,1.82,1.36,0,1,3,0,2
5807,501,North Caucasian FO,7,6,1,8,8,6,10,3,2,80,7,0.46,0.2,0,4,2,1,3
5808,501,North Caucasian FO,6,0,2,5,5,5,5,4,1,52,7,0.91,0.6,1,3,1,0,2
5810,501,North Caucasian FO,6,0,1,5,5,1,1,3,2,55,5,2.28,1.52,0,3,1,1,2
5811,501,North Caucasian FO,5,0,2,5,7,0,0,1,2,44,7,0.91,0.48,0,2,3,0,2
5812,501,North Caucasian FO,0,7,2,5,9,3,3,3,2,21,4,1.37,0.88,0,1,3,0,2
5813,501,North Caucasian FO,3,0,3,5,4,3,2,3,2,18,4,3.71,2.39,0,1,3,0,2
5814,501,North Caucasian FO,6,1,1,4,3,5,8,3,1,32,7,1.24,1.01,1,2,1,1,1
5816,501,North Caucasian FO,6,0,1,5,9,5,8,2,2,42,7,3.09,1.61,0,2,1,1,2
5818,501,North Caucasian FO,7,5,1,7,6,4,4,4,1,57,5,1.24,0.85,1,3,1,1,3
5820,501,North Caucasian FO,2,1,1,5,6,3,3,2,1,22,7,2.47,2.02,1,1,3,1,2
5821,501,North Caucasian FO,3,0,2,88,8,7,3,2,2,20,4,1.24,0.8,0,1,3,0,
5822,501,North Caucasian FO,6,0,2,10,3,1,4,3,2,20,4,2.47,1.59,0,1,3,0,3
5823,501,North Caucasian FO,5,3,2,5,5,3,4,3,2,25,7,1.24,0.93,0,1,3,0,2
5852,502,North Caucasian FO,4,,1,88,10,,,3,2,52,2,1.97,1.66,0,3,3,1,
5854,502,North Caucasian FO,3,0,1,10,5,0,0,2,1,47,5,2.63,2.47,1,3,1,1,3
5856,502,North Caucasian FO,3,6,1,10,6,3,9,3,2,75,5,1.97,1.31,0,4,2,1,3
5857,502,North Caucasian FO,1,0,2,88,2,0,0,3,2,48,4,1.31,0.73,0,3,2,0,
5859,502,North Caucasian FO,7,3,2,0,0,0,0,3,1,72,7,1.31,1.32,1,4,2,0,1
5863,502,North Caucasian FO,7,0,1,5,5,0,0,3,2,58,7,1.97,0.87,0,3,1,1,2
5865,502,North Caucasian FO,4,5,1,88,4,0,0,3,2,26,5,1.25,0.81,0,1,1,1,
5868,502,North Caucasian FO,5,0,1,10,1,0,0,3,2,60,2,1.25,1.52,0,4,2,1,3
5870,502,North Caucasian FO,2,2,2,5,5,0,2,3,2,54,4,0.63,0.35,0,3,2,0,2
5871,502,North Caucasian FO,7,5,1,88,5,,5,3,2,63,7,2.5,1.1,0,4,2,1,
5873,502,North Caucasian FO,7,0,1,10,0,0,0,3,2,51,5,3.13,1.73,0,3,1,1,3
5875,502,North Caucasian FO,4,,1,6,5,1,0,3,2,40,2,2.5,2.11,0,2,1,1,3
5903,503,North Caucasian FO,6,3,2,1,7,5,7,2,2,35,4,0.5,0.28,0,2,2,0,1
5904,503,North Caucasian FO,5,2,2,2,8,6,6,2,2,38,4,1,0.55,0,2,3,0,1
5909,503,North Caucasian FO,5,2,2,5,4,2,1,2,2,37,5,0.5,0.28,0,2,2,0,2
5911,503,North Caucasian FO,7,3,2,4,6,7,7,2,1,44,7,2,1.33,1,2,1,0,1
5915,503,North Caucasian FO,4,0,1,88,4,,,3,2,43,5,2.56,1.42,0,2,2,1,
5919,503,North Caucasian FO,7,4,2,4,4,3,6,3,2,40,4,2.56,1.42,0,2,1,0,1
5920,503,North Caucasian FO,4,0,2,88,4,1,3,3,1,44,5,0.85,0.8,1,2,2,0,
5935,503,North Caucasian FO,4,3,2,88,3,5,5,3,2,44,5,2,1.11,0,2,1,0,
5938,503,North Caucasian FO,4,3,2,2,8,7,8,3,1,53,4,1.5,1.41,1,3,1,0,1
5942,503,North Caucasian FO,6,0,2,5,3,4,3,2,2,27,5,0.5,0.32,0,1,3,0,2
5943,503,North Caucasian FO,6,4,2,1,7,6,8,3,2,24,5,1,0.64,0,1,1,0,1
5951,504,North Caucasian FO,5,4,1,88,6,,,4,2,59,5,3.89,2.59,0,3,1,1,
5952,504,North Caucasian FO,1,0,2,88,5,3,4,3,2,42,5,1.95,1.07,0,2,2,0,
5953,504,North Caucasian FO,2,2,2,1,6,2,0,3,2,39,4,1.95,1.07,0,2,1,0,1
5954,504,North Caucasian FO,3,4,1,5,5,4,4,3,2,33,7,1.3,0.97,0,2,1,1,2
5955,504,North Caucasian FO,5,0,1,88,2,4,3,4,2,60,1,0.65,0.79,0,4,2,1,
5956,504,North Caucasian FO,6,3,1,5,6,4,3,3,2,46,7,1.3,0.68,0,3,1,1,2
5957,504,North Caucasian FO,3,3,1,5,,1,0,3,2,30,7,1.3,0.97,0,2,1,1,2
5958,504,North Caucasian FO,6,4,1,5,,2,2,4,2,53,5,0.65,0.36,0,3,2,1,2
5959,504,North Caucasian FO,6,4,1,5,,3,1,3,2,34,7,1.3,0.97,0,2,2,1,2
5960,504,North Caucasian FO,6,4,1,88,4,4,4,3,2,53,7,1.95,1.02,0,3,2,1,
5962,504,North Caucasian FO,4,4,1,88,8,7,7,4,2,58,5,1,0.67,0,3,1,1,
5963,504,North Caucasian FO,5,1,1,5,5,5,,3,2,42,4,1.5,0.83,0,2,1,1,2
5965,504,North Caucasian FO,3,5,1,88,5,4,3,2,1,31,7,1,0.82,1,2,1,1,
5966,504,North Caucasian FO,6,7,2,88,5,6,7,3,2,34,7,1,0.75,0,2,1,0,
5967,504,North Caucasian FO,5,5,2,88,6,6,6,3,2,32,5,1,0.64,0,2,1,0,
5968,504,North Caucasian FO,5,6,2,88,,6,7,3,1,57,2,1,0.96,1,3,1,0,
5970,504,North Caucasian FO,,4,2,88,4,1,3,3,2,46,4,2,1.11,0,3,1,0,
5971,504,North Caucasian FO,,,2,88,3,1,3,3,2,30,4,1,0.64,0,2,3,0,
6001,505,North Caucasian FO,3,1,2,88,7,4,5,3,2,19,5,1.67,1.07,0,1,3,0,
6002,505,North Caucasian FO,7,3,1,3,5,1,2,3,1,65,5,1.11,0.77,1,4,1,1,1
6003,505,North Caucasian FO,2,6,1,6,7,4,7,3,1,42,7,1.11,0.74,1,2,3,1,3
6004,505,North Caucasian FO,5,5,2,5,7,3,4,2,2,28,5,0.56,0.36,0,1,2,0,2
6005,505,North Caucasian FO,7,3,2,88,6,3,5,3,2,40,5,1.11,0.61,0,2,2,0,
6006,505,North Caucasian FO,2,2,2,5,0,2,1,3,1,26,5,1.11,0.81,1,1,3,0,2
6007,505,North Caucasian FO,7,2,2,88,4,2,5,3,1,39,4,0.56,0.52,1,2,2,0,
6010,505,North Caucasian FO,5,3,2,5,6,4,4,3,2,31,7,0.56,0.42,0,2,2,0,2
6011,505,North Caucasian FO,5,6,1,5,8,5,9,2,1,42,7,1.67,1.11,1,2,1,1,2
6012,505,North Caucasian FO,7,4,2,5,1,2,1,4,1,62,4,0.5,0.34,1,4,2,0,2
6013,505,North Caucasian FO,5,9,2,9,10,7,9,1,1,34,4,1,0.73,1,2,1,0,3
6014,505,North Caucasian FO,7,4,1,8,10,4,9,4,1,83,5,1,0.69,1,4,1,1,3
6015,505,North Caucasian FO,2,2,1,5,5,4,6,2,1,51,4,0.5,0.47,1,3,2,1,2
6016,505,North Caucasian FO,4,10,3,10,10,8,10,1,1,15,2,1.5,1.57,1,1,3,0,3
6017,505,North Caucasian FO,7,5,,10,7,6,8,2,2,36,4,0.5,0.28,0,2,2,,3
6018,505,North Caucasian FO,7,10,1,10,6,7,9,2,2,56,5,0.5,0.33,0,3,2,1,3
6019,505,North Caucasian FO,4,5,1,10,10,6,7,3,1,35,7,2,1.33,1,2,1,1,3
6020,505,North Caucasian FO,3,1,2,8,3,3,1,2,2,45,4,1.5,0.83,0,3,2,0,3
6021,505,North Caucasian FO,4,,1,88,9,8,9,2,2,42,5,0.5,0.28,0,2,2,1,
6051,506,North Caucasian FO,4,1,2,5,0,0,0,3,1,65,5,0.65,0.45,1,4,2,0,2
6052,506,North Caucasian FO,6,3,3,88,7,5,5,2,2,17,4,3.25,2.09,0,1,3,0,
6053,506,North Caucasian FO,7,5,2,88,7,4,4,2,2,42,7,2.6,1.36,0,2,1,0,
6054,506,North Caucasian FO,3,2,3,88,7,5,5,2,1,18,4,2.6,1.9,1,1,3,0,
6055,506,North Caucasian FO,2,4,2,88,5,3,3,3,1,35,7,1.95,1.29,1,2,1,0,
6057,506,North Caucasian FO,7,2,2,88,4,3,2,4,2,43,5,3.25,1.79,0,2,1,0,
6058,506,North Caucasian FO,7,2,1,9,4,1,1,2,1,39,5,1.95,1.83,1,2,2,1,3
6059,506,North Caucasian FO,7,5,1,88,5,3,3,3,1,72,5,0.65,0.45,1,4,2,1,
6060,506,North Caucasian FO,0,1,2,5,1,2,2,3,2,22,7,1.95,1.46,0,1,3,0,2
6062,506,North Caucasian FO,4,3,1,3,2,2,3,2,1,22,7,2.01,1.64,1,1,3,1,1
6063,506,North Caucasian FO,3,2,1,2,2,2,3,2,1,41,5,2.01,1.89,1,2,1,1,1
6064,506,North Caucasian FO,2,3,2,2,5,3,3,2,2,36,5,1.51,0.83,0,2,1,0,1
6065,506,North Caucasian FO,4,2,1,5,5,3,2,2,1,52,2,2.52,2.97,1,3,1,1,2
6066,506,North Caucasian FO,4,1,2,5,0,0,0,1,1,51,5,1.51,1.42,1,3,1,0,2
6067,506,North Caucasian FO,3,1,2,5,2,1,1,3,1,43,7,1.01,0.67,1,2,1,0,2
6068,506,North Caucasian FO,2,1,3,2,7,3,3,1,1,18,4,2.01,1.47,1,1,3,0,1
6071,506,North Caucasian FO,2,3,1,5,5,3,3,2,2,50,7,1.51,0.79,0,3,2,1,2
6072,506,North Caucasian FO,4,3,2,3,5,3,3,2,2,36,7,2.01,1.05,0,2,1,0,1
6102,507,North Caucasian FO,0,4,2,4,6,4,3,2,2,21,4,2.63,1.69,0,1,3,0,1
6104,507,North Caucasian FO,4,8,2,7,5,5,5,1,2,30,5,1.75,1.13,0,2,1,0,3
6105,507,North Caucasian FO,1,8,2,8,7,8,7,3,1,28,5,1.75,1.28,1,1,1,0,3
6106,507,North Caucasian FO,0,5,2,9,7,5,4,2,1,27,5,3.06,2.24,1,1,2,0,3
6107,507,North Caucasian FO,0,3,2,5,4,4,5,1,2,20,5,1.31,0.84,0,1,3,0,2
6108,507,North Caucasian FO,0,6,2,6,6,6,4,1,2,29,5,2.19,1.41,0,1,3,0,3
6109,507,North Caucasian FO,4,9,1,4,6,5,4,2,1,35,5,1.31,1.24,1,2,1,1,1
6110,507,North Caucasian FO,0,2,2,8,5,4,7,4,2,73,1,0.44,0.53,0,4,2,0,3
6111,507,North Caucasian FO,0,6,1,4,7,4,4,3,1,62,5,2.19,1.51,1,4,1,1,1
6112,507,North Caucasian FO,0,6,2,6,5,7,5,1,1,31,5,2.63,1.92,1,2,2,0,3
6113,507,North Caucasian FO,2,2,2,8,8,6,4,2,1,29,5,0.88,0.64,1,1,3,0,3
6121,507,North Caucasian FO,6,5,3,5,5,5,5,1,1,16,2,2.03,2.12,1,1,3,0,2
6122,507,North Caucasian FO,3,4,,6,7,5,5,2,1,39,6,1.01,0.67,1,2,1,,3
6124,507,North Caucasian FO,4,4,2,6,6,5,6,3,2,41,5,2.03,1.12,0,2,2,0,3
6125,507,North Caucasian FO,7,6,2,4,6,5,6,,2,24,4,2.54,1.63,0,1,3,0,1
6126,507,North Caucasian FO,6,5,3,4,6,5,6,1,2,15,2,2.54,2.27,0,1,3,0,1
6127,507,North Caucasian FO,6,3,2,5,5,5,5,1,1,48,4,1.01,0.95,1,3,2,0,2
6128,507,North Caucasian FO,1,6,2,6,6,6,4,2,2,38,5,2.03,1.12,0,2,1,0,3
6129,507,North Caucasian FO,7,8,3,5,5,5,5,1,2,15,2,1.52,1.36,0,1,3,0,2
6130,507,North Caucasian FO,3,9,3,5,6,5,5,1,1,18,4,0.51,0.37,1,1,3,0,2
6132,507,North Caucasian FO,6,6,2,5,6,6,4,2,1,45,4,2.03,1.91,1,3,1,0,2
6141,508,North Caucasian FO,2,8,1,10,10,5,8,3,2,74,5,0.42,0.28,0,4,2,1,3
6144,508,North Caucasian FO,7,5,1,88,10,3,3,3,2,33,4,0.83,0.54,0,2,3,1,
6145,508,North Caucasian FO,5,2,1,88,3,,2,3,2,36,2,1.25,1.06,0,2,1,1,
6146,508,North Caucasian FO,6,6,3,5,6,,3,3,2,18,4,1.67,1.07,0,1,3,0,2
6149,508,North Caucasian FO,5,5,1,88,7,3,4,2,2,42,5,1.67,0.92,0,2,1,1,
6150,508,North Caucasian FO,7,6,1,88,5,5,,3,2,29,2,0.83,0.75,0,1,1,1,
6151,508,North Caucasian FO,7,0,1,88,4,4,7,3,1,33,6,0.83,0.68,1,2,1,1,
6153,508,North Caucasian FO,6,0,1,5,2,3,5,3,1,28,2,1.25,1.31,1,1,3,1,2
6154,508,North Caucasian FO,3,,1,88,10,0,10,3,2,57,5,0.42,0.28,0,3,2,1,
6161,508,North Caucasian FO,4,7,1,88,5,6,7,3,2,34,7,0.95,0.71,0,2,1,1,
6162,508,North Caucasian FO,6,4,2,88,7,7,6,3,2,24,7,0.95,0.71,0,1,1,0,
6163,508,North Caucasian FO,,,1,88,8,8,8,4,2,51,7,0.95,0.49,0,3,2,1,
6164,508,North Caucasian FO,6,6,2,88,5,4,7,3,1,30,7,0.95,0.77,1,2,1,0,
6165,508,North Caucasian FO,3,7,1,88,6,6,7,4,2,50,5,0.47,0.26,0,3,2,1,
6181,509,North Caucasian FO,4,5,1,5,5,5,3,3,1,40,7,0.65,0.43,1,2,1,1,2
6182,509,North Caucasian FO,3,0,2,5,5,5,0,2,1,38,7,0.32,0.22,1,2,3,0,2
6183,509,North Caucasian FO,3,1,2,5,5,0,0,2,1,30,7,0.65,0.53,1,2,1,0,2
6184,509,North Caucasian FO,3,1,1,5,5,5,5,3,2,56,5,0.32,0.22,0,3,2,1,2
6185,509,North Caucasian FO,4,0,2,5,5,4,6,2,1,61,7,0.32,0.33,1,4,2,0,2
6186,509,North Caucasian FO,0,4,2,7,6,2,5,3,2,26,7,0.65,0.49,0,1,3,0,3
6187,509,North Caucasian FO,4,2,2,7,6,7,6,3,2,26,5,0.97,0.63,0,1,1,0,3
6189,509,North Caucasian FO,4,0,2,5,5,0,0,2,1,29,7,0.32,0.27,1,1,3,0,2
6190,509,North Caucasian FO,0,0,2,5,5,5,5,3,1,40,1,0.32,0.38,1,2,3,0,2
6191,509,North Caucasian FO,7,0,3,5,5,5,5,2,1,17,2,0.97,1.02,1,1,3,0,2
6192,509,North Caucasian FO,7,5,2,5,5,5,5,2,2,20,4,0.65,0.42,0,1,3,0,2
6193,509,North Caucasian FO,2,5,2,5,10,8,10,3,1,28,4,0.65,0.47,1,1,1,0,2
6201,509,North Caucasian FO,0,8,1,6,8,7,7,3,1,40,7,2.65,1.76,1,2,3,1,3
6202,509,North Caucasian FO,4,3,1,5,5,4,3,3,1,35,4,1.33,1.25,1,2,1,1,2
6203,509,North Caucasian FO,0,9,2,5,6,2,2,1,2,20,4,3.32,2.13,0,1,3,0,2
6204,509,North Caucasian FO,3,2,2,8,6,5,6,3,2,45,5,3.32,1.83,0,3,1,0,3
6208,509,North Caucasian FO,4,7,1,8,6,5,6,2,2,42,7,1.99,1.04,0,2,3,1,3
6301,611807,Ural FO,4,0,2,5,2,1,2,5,2,56,7,0.51,0.33,0,3,2,0,2
6302,611807,Ural FO,7,2,1,88,4,3,3,3,2,60,5,0.51,0.5,0,4,1,1,
6303,611807,Ural FO,5,1,1,5,3,5,1,4,1,54,5,0.51,0.71,1,3,2,1,2
6304,611807,Ural FO,7,3,1,5,2,3,4,3,2,28,7,0.51,0.57,0,1,1,1,2
6308,611807,Ural FO,3,2,1,88,2,3,3,2,2,28,5,0.51,0.49,0,1,1,1,
6311,611807,Ural FO,6,3,1,8,5,5,4,3,2,48,7,0.51,0.4,0,3,2,1,3
6316,611807,Ural FO,5,1,1,88,3,3,3,3,2,68,1,0.51,0.92,0,4,1,1,
6317,611807,Ural FO,7,1,1,8,5,4,3,3,2,32,7,0.76,0.85,0,2,2,1,3
6318,611807,Ural FO,3,3,1,5,4,4,4,2,2,33,7,0.51,0.57,0,2,1,1,2
6321,612807,Ural FO,5,7,1,5,6,5,5,2,1,40,5,0.31,0.44,1,2,1,1,2
6324,612807,Ural FO,5,6,1,5,6,4,4,3,1,32,7,0.31,0.38,1,2,2,1,2
6325,612807,Ural FO,5,8,2,7,5,6,4,2,2,57,7,0.31,0.2,0,3,2,0,3
6326,612807,Ural FO,2,9,1,8,7,6,7,2,2,55,5,0.16,0.15,0,3,2,1,3
6329,612807,Ural FO,5,8,1,5,6,6,8,3,2,63,4,0.31,0.31,0,4,2,1,2
6330,612807,Ural FO,5,6,2,5,9,3,3,2,1,24,5,0.31,0.34,1,1,,0,2
6331,612807,Ural FO,4,5,1,7,6,6,4,2,1,53,5,0.31,0.44,1,3,1,1,3
6332,612807,Ural FO,4,9,1,7,6,7,8,3,1,58,4,0.31,0.32,1,3,1,1,3
6337,612807,Ural FO,4,5,2,3,10,3,1,2,1,32,7,0.47,0.57,1,2,3,0,1
6341,613807,Ural FO,2,,1,6,6,7,7,3,2,65,2,0.28,0.5,0,4,2,1,3
6345,614807,Ural FO,4,3,1,9,7,8,6,3,2,23,7,0.2,0.22,0,1,3,1,3
6349,613807,Ural FO,3,,3,5,10,10,10,3,1,15,2,1.39,2.17,1,1,3,0,2
6350,613807,Ural FO,4,3,2,6,7,,7,3,2,80,1,0.84,1.51,0,4,2,0,3
6354,614807,Ural FO,5,1,2,5,5,4,5,2,1,28,4,0.39,0.43,1,1,1,0,2
6360,614807,Ural FO,3,3,2,5,7,7,7,1,2,19,4,0.39,0.37,0,1,3,0,2
6377,612807,Ural FO,4,3,1,5,6,6,6,3,2,79,2,0.16,0.28,0,4,2,1,2
6378,612807,Ural FO,4,4,1,7,6,6,5,3,2,83,1,0.16,0.28,0,4,2,1,3
6379,612807,Ural FO,5,1,1,6,8,6,6,3,2,79,4,0.16,0.15,0,4,2,1,3
6382,612807,Ural FO,4,1,1,8,7,7,7,3,2,75,7,0.16,0.1,0,4,2,1,3
6385,612807,Ural FO,3,,2,88,4,3,,5,2,90,1,0.16,0.28,0,4,2,0,
6386,612807,Ural FO,1,,2,4,5,5,5,5,2,88,1,0.78,1.41,0,4,2,0,1
6401,621807,Ural FO,2,5,1,88,5,7,8,3,2,30,7,0.41,0.46,0,2,2,1,
6402,621807,Ural FO,2,2,,88,1,2,0,3,2,50,5,1.65,1.36,0,3,1,,
6403,621807,Ural FO,2,3,1,5,7,6,4,2,1,44,5,0.83,1.16,1,2,1,1,2
6404,621807,Ural FO,7,8,1,5,5,6,6,3,2,50,5,0.83,0.68,0,3,1,1,2
6405,621807,Ural FO,3,5,2,5,8,6,7,2,2,46,7,1.65,1.29,0,3,2,0,2
6406,621807,Ural FO,7,5,1,3,6,7,8,3,2,75,5,0.41,0.41,0,4,2,1,1
6407,621807,Ural FO,3,2,2,5,7,5,4,2,1,49,7,0.41,0.41,1,3,2,0,2
6408,621807,Ural FO,4,3,2,5,8,4,3,2,2,26,7,0.41,0.46,0,1,3,0,2
6410,621807,Ural FO,4,5,1,7,9,7,6,2,1,50,5,0.83,1.16,1,3,1,1,3
6411,621807,Ural FO,5,5,1,3,8,7,7,2,1,47,7,0.83,0.82,1,3,3,1,1
6412,621807,Ural FO,5,5,1,5,9,8,8,2,2,24,7,1.24,1.38,0,1,3,1,2
6413,621807,Ural FO,4,5,1,5,8,7,7,2,2,46,7,0.83,0.64,0,3,1,1,2
6414,621807,Ural FO,5,4,1,7,8,5,5,2,1,50,5,0.83,1.16,1,3,1,1,3
6417,622807,Ural FO,4,0,1,5,7,0,0,2,1,33,7,0.83,1.01,1,2,3,1,2
6423,622807,Ural FO,4,1,1,6,4,1,2,2,2,40,5,0.83,0.68,0,2,1,1,3
6424,622807,Ural FO,7,1,1,5,2,0,2,4,1,76,5,0.41,0.42,1,4,2,1,2
6427,622807,Ural FO,7,1,1,5,4,2,1,4,2,79,2,0.41,0.75,0,4,2,1,2
6428,622807,Ural FO,7,1,1,7,3,0,0,3,1,64,5,0.83,0.85,1,4,1,1,3
6452,601,Ural FO,7,,2,5,6,5,5,3,2,42,7,1.64,1.27,0,2,1,0,2
6453,601,Ural FO,4,6,2,6,6,5,5,3,2,70,4,0.55,0.54,0,4,2,0,3
6454,601,Ural FO,7,6,1,7,6,5,5,,1,61,4,0.55,0.56,1,4,2,1,3
6455,601,Ural FO,7,3,1,6,6,5,5,2,2,29,7,1.09,1.21,0,1,3,1,3
6457,601,Ural FO,7,5,1,5,5,6,6,2,2,28,7,1.09,1.21,0,1,3,1,2
6458,601,Ural FO,,7,2,88,6,6,6,,2,62,5,0.55,0.54,0,4,2,0,
6459,601,Ural FO,4,4,2,4,7,7,6,2,1,35,7,1.09,1.08,1,2,2,0,1
6460,601,Ural FO,7,2,1,5,8,4,4,2,1,27,7,1.09,1.33,1,1,1,1,2
6462,601,Ural FO,7,3,1,2,6,4,4,3,1,65,5,1.09,1.12,1,4,1,1,1
6463,601,Ural FO,7,3,2,3,5,6,6,3,2,34,7,0.55,0.61,0,2,2,0,1
6464,601,Ural FO,4,0,2,88,5,5,5,2,2,53,5,1.64,1.34,0,3,1,0,
6465,601,Ural FO,7,5,2,3,7,3,3,2,1,27,7,1.09,1.33,1,1,3,0,1
6467,601,Ural FO,7,5,1,3,3,4,1,4,2,40,5,0.55,0.45,0,2,2,1,1
6472,601,Ural FO,7,6,2,5,5,6,,2,1,19,4,1.64,1.78,1,1,3,0,2
6501,602,Ural FO,7,6,1,7,8,7,7,3,2,23,7,0.65,0.72,0,1,3,1,3
6502,602,Ural FO,7,5,1,5,6,6,7,3,2,42,7,1.94,1.51,0,2,1,1,2
6503,602,Ural FO,7,5,1,5,7,8,5,2,1,24,4,1.29,1.41,1,1,3,1,2
6504,602,Ural FO,7,5,1,7,7,5,5,2,2,24,7,0.65,0.72,0,1,3,1,3
6505,602,Ural FO,7,6,1,5,6,8,8,2,1,23,7,0.65,0.79,1,1,3,1,2
6506,602,Ural FO,7,6,1,6,7,8,8,3,1,23,7,0.65,0.79,1,1,3,1,3
